id,RecordType.Name,RICE_Supported__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,tasks_events,CreatedYear,CreatedMonth,days,RN,f_won_before,RecordType.Name_cat,RICE_Supported__c_cat,Lead_Faculty__c_cat,Lead_School__c_cat,Industry_cat,Industry_Sub_Type__c_cat,Business_Type__c_cat
3613,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2018,6,1,14,1,9,1,10,46,14,12,2
5081,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2020,3,91,178,1,3,2,10,46,14,12,2
2194,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Financial & Insurance,Government: Australia: Local & State,1,0,0,2018,10,62,2,0,9,2,3,46,14,17,2
3853,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2016,5,0,14,1,9,1,15,46,14,12,2
5300,Competitive Bid,RIC-BD&I,NotGiven,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,1,2020,5,6,7,1,1,2,15,46,14,12,2
4160,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,1,0,2016,11,0,1,0,9,1,15,46,8,26,5
2675,Internship,RIC-RE&D,0012e000002ZmnxAAC,0012e000002Ym9QAAS,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2018,9,199,47,1,5,3,8,2,8,26,5
5105,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2020,3,90,1,0,11,2,1,33,8,26,5
805,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2018,10,4,1,0,9,1,15,46,14,7,2
4024,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2016,6,49,1,0,9,1,10,46,14,12,2
652,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Veterinary,Veterinary,Multinational / Other Large Corporate,1,0,0,2016,7,496,2,0,9,1,8,46,19,34,5
1345,Research Contract,Not supported,NotGiven,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2017,12,9,20,1,9,0,15,46,13,27,2
4658,Research Contract,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2019,4,176,2,1,9,2,10,46,14,12,6
532,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Services,Education,University,1,0,0,2019,6,293,258,1,3,2,2,29,14,12,10
3804,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt20AAC,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2019,3,24,11,1,4,3,1,41,13,27,1
3838,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2016,8,41,5,1,3,1,10,46,14,12,2
5057,Parent Grant,RIC-RE&D,NotGiven,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),1,0,0,2020,3,28,31,1,7,3,15,46,1,2,8
149,Research Contract,Not supported,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Services,Community,Government: Australia: Local & State,1,0,0,2019,4,21,1,0,9,0,1,21,14,7,2
5308,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2020,6,53,4,1,3,2,4,11,13,27,2
628,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2018,5,623,3,1,4,2,1,36,8,26,5
1950,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2016,11,205,6,1,3,1,10,46,14,12,6
2784,Custom Education (MSPACE Included),RIC-BD&I,NotGiven,NotGiven,0,Defence,Defence,Government: Australia: Federal,1,0,1,2019,10,105,15,1,3,2,15,46,4,10,1
3391,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Services,Education,University,1,0,0,2015,12,574,9,1,3,1,9,7,14,12,10
1921,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,University,1,0,0,2016,3,728,1,0,2,1,10,46,14,12,10
1124,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmMXAA0,0,Energy & Utilities,Energy & Utilities,Large Australian Corporate,1,0,1,2019,8,0,1,0,9,2,8,4,6,13,4
3929,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2018,3,0,1,0,3,1,10,46,14,12,6
179,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLgJAAW,0012e000002YlhnAAC,0,Services,Financial & Insurance,SME (small to medium enterprise),1,0,0,2019,4,145,1,0,3,2,4,0,14,17,9
202,Technology Transfer,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2017,6,191,4,0,11,1,8,16,8,26,9
1513,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2015,11,351,1,0,9,1,15,46,14,12,2
1468,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2016,9,41,1,0,2,1,9,7,13,27,1
38,Research Contract,RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002Z3OuAAK,0,Manufacturing & R&D,Consumer Goods,SME (small to medium enterprise),1,0,0,2017,8,475,1,0,9,1,5,12,9,9,9
836,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YlvyAAC,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Not for profit,1,0,0,2019,5,169,1,0,9,2,5,1,15,30,6
1143,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Construction & Construction Materials,Construction & Construction Materials,SME (small to medium enterprise),1,0,0,2018,10,292,1,0,9,2,2,29,3,8,9
539,Grants,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2018,7,150,5,1,4,2,2,28,13,27,1
3129,Philanthropic,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,1,0,1,2019,7,180,3,1,8,2,1,37,8,5,5
290,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Construction & Construction Materials,Construction & Construction Materials,SME (small to medium enterprise),1,0,0,2017,2,428,1,0,9,1,2,29,3,8,9
2325,Technology Transfer,RIC RE&D and BD&I,0012e000002ZNYOAA4,NotGiven,0,Services,Education,University,1,0,0,2017,11,10,1,0,11,1,5,46,14,12,10
4813,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Services,Business & Professional,Not for profit,1,0,1,2019,12,76,1,0,9,2,2,29,14,6,6
786,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Energy & Utilities,Energy & Utilities,Government: Australia: Local & State,1,1,0,2018,5,37,5,1,9,1,8,6,6,13,2
1072,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,4,11,130,1,9,1,2,28,4,10,1
1561,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2017,1,186,1,0,3,1,10,46,14,12,6
4009,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Community,Not for profit,1,0,0,2018,12,147,1,0,3,2,10,46,14,7,6
4047,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2019,7,306,52,1,9,2,1,36,8,26,5
2792,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Public Administration,Public Administration,Government: International,1,0,0,2018,11,99,2,0,3,2,12,9,13,27,3
1011,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,3,23,120,1,9,1,2,29,4,10,1
3204,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,10,1,203,1,9,2,2,29,4,10,1
4407,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Public Administration,Public Administration,Government: International,1,1,0,2017,3,185,1,0,3,1,2,46,13,27,3
754,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Education,University,1,0,0,2016,7,0,42,1,3,1,1,33,14,12,10
840,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Services,Community,Not for profit,1,0,0,2019,3,37,1,0,9,2,5,5,14,7,6
3224,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Biotechnology (non-Pharma),Large Australian Corporate,1,0,0,2019,1,1,20,1,9,2,1,33,8,5,4
4451,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Services,Engineering and Scientific,Government: Australia: Federal,1,0,0,2017,7,77,3,0,9,1,2,29,14,14,1
1221,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Aquaculture & Fisheries,Aquaculture & Fisheries,Government: Australia: Local & State,1,0,0,2019,4,93,1,0,9,2,8,6,2,3,2
740,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Education,University,1,0,0,2016,7,0,34,1,3,1,1,33,14,12,10
1856,Research Contract,Not supported,NotGiven,NotGiven,0,Manufacturing & R&D,Consumer Goods,SME (small to medium enterprise),1,0,0,2018,8,686,1,0,9,0,15,46,9,9,9
4736,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2018,5,0,2,0,3,1,7,46,14,12,2
2189,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Defence,Defence,Multinational / Other Large Corporate,1,1,0,2018,1,39,1,0,9,1,8,46,4,10,5
3565,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Business & Professional,Multinational / Other Large Corporate,1,0,0,2017,6,0,6,0,3,1,10,46,14,6,5
3237,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Education,University,1,0,0,2016,7,0,36,1,3,1,1,33,14,12,10
2143,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Large Australian Corporate,1,0,0,2017,4,50,6,1,9,1,1,36,8,26,4
1095,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Materials: Chemicals & Industrial Metals,Materials: Chemicals & Industrial Metals,SME (small to medium enterprise),1,0,0,2018,8,0,1,0,9,1,8,16,10,22,9
780,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2018,10,77,101,1,9,1,15,46,14,12,2
4915,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmMXAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,1,2020,1,10,3,0,9,2,8,4,13,27,2
1238,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Health,Diagnostics,Large Australian Corporate,1,0,0,2019,6,231,3,0,9,2,8,10,8,11,4
2205,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0hAAC,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2018,6,126,19,1,9,1,1,31,8,21,1
968,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Defence,Defence,Government: Australia: Federal,1,0,1,2019,7,199,193,1,9,2,2,28,4,10,1
2041,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,135,1,3,1,7,22,14,12,10
4627,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2017,3,156,8,1,3,1,5,5,13,27,1
3998,Technology Transfer,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2017,12,76,11,1,11,1,10,46,14,12,6
22,Technology Transfer,RIC RE&D and BD&I,NotGiven,NotGiven,0,Mining & Refining,Mining & Refining,SME (small to medium enterprise),1,0,0,2016,4,117,1,0,11,1,15,46,11,24,9
1519,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Services,Education,University,1,0,0,2016,8,116,1,0,3,1,7,19,14,12,10
5320,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,1,Health,Health Care & Healthy Aging,Not for profit,1,1,0,2020,6,7,7,0,3,2,1,37,8,21,6
1682,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2017,9,387,58,1,9,1,10,46,14,12,2
2929,Technology Transfer,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2017,12,0,2,0,11,1,1,36,8,26,9
3861,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2016,7,0,1,0,2,1,10,46,14,12,2
989,Research Contract,RIC RE&D and BD&I,0012e000002ZmOUAA0,0012e000002Zt28AAC,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,0,2016,5,402,1,0,9,1,6,44,15,30,9
119,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Education,Government: Australia: Local & State,1,1,0,2019,2,294,119,1,3,2,1,33,14,12,2
2864,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Public Administration,Public Administration,Government: International,1,0,0,2018,3,51,1,0,9,1,10,46,13,27,3
3519,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Public Administration,Public Administration,Not for profit,1,0,0,2019,6,73,1,0,9,2,1,37,13,27,6
2295,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,5,353,186,1,9,2,8,2,4,10,1
3903,Research Contract,RIC RE&D and BD&I,0012e000002ZLgJAAW,0012e000002Zt0YAAS,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2017,7,52,22,1,9,1,4,26,8,21,2
2998,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Services,Entertainment & Creative Industries,SME (small to medium enterprise),1,0,0,2016,5,146,3,1,9,1,2,29,14,15,9
4690,Grants,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Health,Research Tools/Consumables,Multinational / Other Large Corporate,1,0,0,2018,6,11,1,0,4,1,2,14,8,28,5
1776,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: International,1,0,0,2016,7,76,1,0,3,1,10,46,14,12,3
2524,Grants,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Services,Engineering and Scientific,Multinational / Other Large Corporate,1,0,0,2019,2,1,1,0,4,2,2,28,14,14,5
5197,Competitive Bid,RIC-BD&I,NotGiven,NotGiven,0,Public Administration,Public Administration,Government: International,1,0,1,2020,4,18,1,0,1,2,15,46,13,27,3
4935,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000003jZXsAAM,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2020,2,57,65,1,9,2,1,45,8,21,2
4803,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,11,1,213,1,9,2,2,29,4,10,1
7,Parent Grant,RIC-RE&D,NotGiven,NotGiven,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2019,3,38,12,1,7,3,15,46,13,27,1
1812,Grants,Not supported,NotGiven,NotGiven,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,0,2018,8,452,1,0,4,0,15,46,15,30,9
4995,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2020,2,23,26,1,3,2,10,46,14,12,2
3732,Research Contract,RIC-BD&I,0012e000002ZLgJAAW,0012e000002Zt0YAAS,0,Services,Community,Government: Australia: Local & State,1,0,0,2019,1,85,9,1,9,2,4,26,14,7,2
161,Custom Education (MSPACE Included),RIC-BD&I,NotGiven,NotGiven,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Government: Australia: Federal,1,0,0,2016,5,1029,1,0,3,2,15,46,15,30,1
4922,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2020,1,19,48,1,3,2,1,33,8,21,1
4162,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Engineering and Scientific,Not for profit,1,0,0,2016,11,72,1,0,4,1,1,33,14,14,6
4584,Consultancy (Non-research),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2019,7,0,23,1,2,2,10,46,14,12,2
2247,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2017,10,136,32,1,9,1,1,21,8,21,2
2887,Technology Transfer,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2017,7,0,1,0,11,1,10,46,14,12,2
2429,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Aquaculture & Fisheries,Aquaculture & Fisheries,Multinational / Other Large Corporate,1,0,0,2017,7,446,1,0,3,1,1,46,2,3,5
4627,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2017,3,156,8,1,3,1,5,5,13,27,1
3377,Consultancy (Non-research),RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,1,2019,2,2,1,0,2,2,1,36,8,26,9
4781,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,11,225,101,1,4,3,1,33,8,21,1
1193,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Mining & Refining,Mining & Refining,Government: Australia: Local & State,1,0,0,2018,3,257,1,0,9,1,8,39,11,24,2
702,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Services,Education,University,1,0,0,2016,5,0,22,1,3,1,1,37,14,12,10
2758,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Services,Education,Government: International,1,0,0,2017,8,270,1,0,3,1,5,5,14,12,3
2840,Grants,Not supported,0012e000002Zt1RAAS,NotGiven,0,Services,Entertainment & Creative Industries,Not for profit,1,0,0,2019,6,97,2,0,4,0,12,46,14,15,6
1503,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2016,10,7,1,0,3,1,1,46,13,27,1
3776,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Environmental,Government: Australia: Federal,1,0,0,2019,4,460,6,0,9,2,1,33,14,16,1
4549,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2016,7,25,2,0,3,1,10,46,14,12,2
2039,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,9,119,69,1,3,1,7,22,14,12,10
3821,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,1,0,2017,1,0,3,0,9,1,1,37,8,21,2
5320,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,1,Health,Health Care & Healthy Aging,Not for profit,1,1,0,2020,6,7,7,0,3,2,1,37,8,21,6
3315,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Veterinary,Veterinary,SME (small to medium enterprise),1,0,0,2018,8,25,1,0,9,1,9,13,19,34,9
1479,Research Contract,Not supported,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Services,Community,Not for profit,1,0,0,2019,4,0,2,0,9,0,5,5,14,7,6
4443,Research Contract,RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002Z3OuAAK,0,Construction & Construction Materials,Construction & Construction Materials,SME (small to medium enterprise),1,0,0,2016,11,208,1,0,9,1,5,12,3,8,9
3926,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLgJAAW,0012e000002Z51dAAC,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,0,2017,2,31,1,0,3,1,4,18,13,27,2
4057,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Services,Business & Professional,Large Australian Corporate,1,0,1,2019,8,149,4,1,3,2,4,11,14,6,4
4213,Technology Transfer,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,0,2016,5,823,1,0,11,1,3,46,15,30,9
1348,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Services,Education,Not for profit,1,0,0,2017,4,76,1,0,3,1,4,11,14,12,6
3680,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2017,10,136,3,0,3,1,10,46,14,7,2
4592,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2017,7,92,6,1,9,1,10,46,14,12,2
2660,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2016,12,4,7,1,2,1,10,46,14,12,2
2045,Research Contract,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Energy & Utilities,Energy & Utilities,Government: Australia: Local & State,1,1,0,2018,8,20,1,0,9,1,3,46,6,13,2
3869,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Multinational / Other Large Corporate,1,1,1,2018,11,451,11,1,9,2,8,10,4,10,5
5047,Sponsorship,RIC-BD&I,0012e000002ZLgJAAW,0012e000002Zt0XAAS,0,Agriculture & Horticulture,Agriculture & Horticulture,Multinational / Other Large Corporate,1,0,0,2020,2,96,6,1,10,2,4,25,1,2,5
2278,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2017,10,133,12,1,9,1,1,21,13,27,2
5263,Panel,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2020,5,0,29,1,6,2,10,46,14,12,2
1873,Research Contract,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2018,12,168,6,1,9,2,10,46,14,12,6
3577,Research Contract,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2018,12,198,113,1,9,2,10,46,14,12,2
3048,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,1,2019,10,7,4,1,9,2,15,46,13,27,2
1553,Research Contract,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,SME (small to medium enterprise),1,0,0,2019,6,3,2,0,9,2,10,46,14,12,9
4250,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2019,7,120,259,1,3,2,7,22,14,12,10
3275,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,10,116,204,1,9,2,2,29,4,10,1
2104,Research Contract,RIC-RE&D,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,0,0,2018,10,333,1,0,9,3,3,46,3,8,5
3081,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2016,8,1,32,1,9,1,1,37,4,10,1
586,Research Contract,Not supported,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Services,Community,PFRO (Publicly-Funded Research Organisation),1,0,1,2019,9,179,1,0,9,0,1,36,14,7,7
2363,Custom Education (MSPACE Included),RIC-BD&I,NotGiven,NotGiven,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,3,37,30,1,3,2,15,46,8,21,1
574,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Public Administration,Public Administration,Government: Australia: Federal,1,0,1,2019,9,318,31,1,4,2,1,36,13,27,1
