outcome,Opptype,Supppoted,days_diff,closeDate_month,createDate_month,closeDate_year,createDate_year,act_amt,act_proj,lead_faculty,f_parent_opp,AccountType,Industry,BusinessType,Country,Internal_External,f_parent
Closed Won,Research Contract,RIC-BD&I,82,3,1,2019,2019,97500.0,201000.0,0012e000002ZNYOAA4,0,Business Organization,Services,SME (small to medium enterprise),Australia,External,0.0
Closed Lost,Grants,RIC-BD&I,108,5,1,2019,2019,0.0,0.0,0012e000002ZNYOAA4,0,Business Organization,Services,Government: International,Switzerland,External,0.0
Closed Lost,Consultancy (Non-research),RIC-BD&I,14,8,8,2019,2019,0.0,0.0,0012e000002ZFZYAA4,0,Business Organization,Services,Government: International,United Arab Emirates,External,0.0
Closed Won,Consultancy (Non-research),RIC RE&D and BD&I,38,9,8,2018,2018,5958.0,5958.0,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,United Kingdom,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,20,2,2,2019,2019,0.0,0.0,0012e000002ZNYOAA4,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Research Contract,RIC-BD&I,169,10,5,2019,2019,83000.0,83000.0,0012e000002ZNYOAA4,0,Business Organization,Technology: IT & Telephone Services,Not for profit,Australia,External,0.0
Closed Lost,Research Contract,RIC RE&D and BD&I,320,11,1,2018,2018,0.0,0.0,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,United States of America,External,0.0
Closed Won,Research Contract,RIC-BD&I,65,5,3,2019,2019,35800.0,35800.0,0012e000002ZNYOAA4,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,164,4,10,2020,2019,36000.0,36000.0,0012e000002ZLg7AAG,0,Business Organization,Transportation & Logistics,Not for profit,Australia,External,0.0
Closed Lost,Research Contract,Not supported,94,10,7,2019,2019,0.0,100000.0,0012e000002ZLg7AAG,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,655,7,9,2020,2018,0.0,0,0012e000002ZLg7AAG,0,Business Organization,Services,Large Australian Corporate,Australia,External,0.0
Closed Lost,Research Contract,Not supported,95,11,7,2019,2019,0.0,0,Missing Faculty,0,Business Organization,Services,SME (small to medium enterprise),Australia,External,0.0
Closed Lost,Research Contract,Not supported,156,11,5,2019,2019,0.0,0,0012e000002ZLg7AAG,0,Business Organization,Technology: IT & Telephone Services,Multinational / Other Large Corporate,United Kingdom,External,0.0
Closed Won,Research Contract,RIC-BD&I,315,7,9,2020,2019,29961.0,29961.0,0012e000002ZLg7AAG,0,Business Organization,Services,Government: Australia: Federal,Australia,External,0.0
Closed Won,Grants,RIC-BD&I,28,10,10,2019,2019,110000.0,110000.0,0012e000002ZLg7AAG,1,Business Organization,Public Administration,Government: Australia: Federal,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,253,4,8,2020,2019,400000.0,2000000.0,0012e000002ZLg7AAG,0,,,,,,
Closed Lost,Research Contract,Not supported,31,9,8,2019,2019,0.0,0,0012e000002ZLg7AAG,0,,,,,,
Closed Lost,Research Contract,Not supported,101,11,8,2019,2019,0.0,0,0012e000002ZLg7AAG,0,,,,,,
Closed Lost,Research Contract,RIC-BD&I,4,3,3,2019,2019,0.0,0.0,0012e000002ZLg7AAG,0,,,,,,
Closed Lost,Research Contract,RIC-BD&I,13,10,9,2019,2019,0.0,0.0,0012e000002ZLg7AAG,0,Business Organization,Agriculture & Horticulture,Government: Australia: Federal,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,1,9,9,2019,2019,0.0,0,0012e000002ZLgIAAW,0,Business Organization,Agriculture & Horticulture,Not for profit,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,7,9,9,2019,2019,0.0,0.0,0012e000002ZLgIAAW,0,Business Organization,Agriculture & Horticulture,Not for profit,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,6,10,10,2019,2019,0.0,0.0,0012e000002ZmnzAAC,0,Business Organization,Agriculture & Horticulture,Not for profit,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,13,9,8,2019,2019,0.0,0.0,0012e000002ZLg7AAG,0,Business Organization,Energy & Utilities,Large Australian Corporate,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,49,12,10,2019,2019,0.0,0,0012e000002ZLg7AAG,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,22,7,6,2016,2016,0.0,0,0012e000002ZmOZAA0,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,18,7,7,2017,2017,0.0,0,0012e000002ZNYOAA4,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,19,8,8,2016,2016,0.0,0,0012e000002ZNYOAA4,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Panel,RIC RE&D and BD&I,24,5,5,2017,2017,0.0,0,0012e000002ZmnxAAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Panel,RIC RE&D and BD&I,118,1,9,2018,2017,0.0,0,0012e000002ZGfbAAG,0,Business Organization,Health,Government: Australia: Federal,Australia,External,0.0
Closed Lost,Research Contract,RIC RE&D and BD&I,0,5,5,2017,2017,70000.0,70000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Federal,Australia,External,1.0
Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,27,3,3,2017,2017,0.0,0,Missing Faculty,0,Business Organization,Services,Government: Australia: Federal,Australia,External,1.0
Closed Lost,Research Contract,RIC RE&D and BD&I,52,1,11,2018,2017,0.0,0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Federal,Australia,External,1.0
Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,24,5,4,2017,2017,0.0,0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Federal,Australia,External,1.0
Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,13,8,7,2016,2016,0.0,0,Missing Faculty,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,RIC RE&D and BD&I,468,7,4,2017,2016,0.0,0,0012e000002ZLg7AAG,0,Business Organization,Health,SME (small to medium enterprise),United States of America,External,0.0
Closed Lost,Technology Transfer,RIC RE&D and BD&I,352,1,1,2018,2017,0.0,0,0012e000002ZLg7AAG,0,Business Organization,Energy & Utilities,Multinational / Other Large Corporate,Australia,External,0.0
Closed Lost,Research Contract,RIC RE&D and BD&I,162,5,12,2017,2016,0.0,0,0012e000002ZmnxAAC,0,Business Organization,Energy & Utilities,Multinational / Other Large Corporate,Australia,External,0.0
Closed Lost,Grants,RIC RE&D and BD&I,286,10,12,2017,2016,0.0,0,0012e000002ZLg7AAG,1,Business Organization,Health,Government: Australia: Federal,Australia,External,0.0
Closed Lost,Research Contract,RIC RE&D and BD&I,272,10,1,2017,2017,0.0,0,0012e000002ZLg7AAG,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,RIC RE&D and BD&I,54,10,8,2017,2017,0.0,0,0012e000002ZLg7AAG,0,Business Organization,Manufacturing & R&D,Multinational / Other Large Corporate,Australia,External,1.0
Closed Lost,Research Contract,RIC RE&D and BD&I,154,5,12,2017,2016,0.0,0,0012e000002ZLg7AAG,0,Business Organization,Technology: IT & Telephone Services,Not for profit,Australia,External,0.0
Closed Lost,Grants,RIC-BD&I,346,7,7,2020,2019,0.0,150000.0,0012e000002ZLg7AAG,1,Business Organization,Public Administration,Government: Australia: Federal,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,480,7,3,2020,2019,0.0,0,0012e000002ZLg7AAG,0,Business Organization,Services,Multinational / Other Large Corporate,India,External,0.0
Closed Lost,Research Contract,RIC-BD&I,290,7,9,2020,2019,71630.0,71630.0,0012e000002ZLg7AAG,0,,,,,,
Closed Lost,Research Contract,Not supported,125,12,8,2019,2019,0.0,0,0012e000002ZLg7AAG,0,,,,,,
Closed Lost,Research Contract,Not supported,31,9,8,2019,2019,0.0,0,0012e000002ZLg7AAG,0,,,,,,
Closed Lost,Custom Education (MSPACE Included),Not supported,290,6,9,2020,2019,0.0,0,0012e000002ZLg7AAG,0,,,,,,
Closed Won,Consultancy (Non-research),RIC-BD&I,47,7,6,2019,2019,22100.0,22100.0,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC-BD&I,309,3,5,2019,2018,63000.0,63000.0,0012e000002ZNYOAA4,0,Business Organization,Services,University,Australia,External,0.0
Closed Lost,Consultancy (Non-research),RIC-BD&I,167,1,7,2020,2019,37474.0,37474.0,0012e000002ZNYOAA4,0,Business Organization,Services,University,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,734,2,2,2019,2017,0.0,0.0,0012e000002ZNYOAA4,0,Business Organization,Services,Government: International,Singapore,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,265,11,3,2018,2018,0.0,0.0,0012e000002ZNYOAA4,1,Business Organization,Services,Government: International,Singapore,External,0.0
Closed Won,Grants,RIC-BD&I,5,5,5,2019,2019,20000.0,82485.0,0012e000002ZNYOAA4,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,265,11,3,2018,2018,0.0,0.0,0012e000002ZNYOAA4,1,Business Organization,Services,Government: International,Singapore,External,0.0
Closed Lost,Research Contract,RIC-BD&I,312,5,7,2019,2018,0.0,0.0,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,Spain,External,0.0
Closed Lost,Consultancy (Non-research),RIC-BD&I,112,3,12,2019,2018,0.0,0.0,0012e000002ZNYOAA4,1,Business Organization,Services,Multinational / Other Large Corporate,United States of America,External,0.0
Closed Lost,Grants,RIC RE&D and BD&I,532,6,12,2019,2017,0.0,0.0,0012e000002ZNYOAA4,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,152,10,5,2019,2019,0.0,0.0,0012e000002ZNYOAA4,0,Business Organization,Technology: IT & Telephone Services,Large Australian Corporate,Australia,External,0.0
Closed Lost,Research Contract,RIC RE&D and BD&I,20,10,9,2016,2016,0.0,0,0012e000002ZLgIAAW,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,Not supported,8,12,12,2017,2017,0.0,0,0012e000002ZmnxAAC,0,Business Organization,Services,Government: Australia: Federal,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,0,10,10,2019,2019,0.0,0,0012e000002ZLg7AAG,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,11,9,9,2019,2019,0.0,0.0,0012e000002ZLg7AAG,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,48,12,10,2019,2019,0.0,0,0012e000002ZmnzAAC,0,Business Organization,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),Australia,External,0.0
Closed Lost,Grants,RIC-BD&I,55,5,3,2019,2019,0.0,0.0,0012e000002ZLg7AAG,0,Business Organization,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),Australia,External,0.0
Closed Lost,Grants,RIC-BD&I,103,7,3,2019,2019,0.0,0.0,0012e000002ZLg7AAG,0,Business Organization,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,7,10,10,2019,2019,0.0,0,Missing Faculty,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Consultancy (Non-research),Not supported,30,1,12,2018,2017,0.0,0,0012e000002ZLg7AAG,0,Business Organization,Transportation & Logistics,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,7,10,10,2019,2019,0.0,0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,420,8,6,2017,2016,10000.0,10000.0,0012e000002ZmnxAAC,0,Business Organization,Agriculture & Horticulture,SME (small to medium enterprise),Australia,External,0.0
Closed Lost,Consultancy (Non-research),RIC-BD&I,0,7,7,2019,2019,120000.0,120000.0,0012e000002ZmnxAAC,0,,,,,,
Closed Lost,Research Contract,RIC-BD&I,1,6,6,2019,2019,0.0,0,0012e000002ZLg7AAG,0,Business Organization,Agriculture & Horticulture,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,17,8,8,2019,2019,0.0,0,0012e000002ZmnxAAC,0,Business Organization,Transportation & Logistics,Government: Australia: Federal,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,13,6,5,2017,2017,220000.0,220000.0,Missing Faculty,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,34,7,6,2016,2016,0.0,0,Missing Faculty,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,23,3,3,2017,2017,0.0,0,Missing Faculty,0,Business Organization,Services,Multinational / Other Large Corporate,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,26,11,11,2017,2017,0.0,0,Missing Faculty,0,Business Organization,Services,Multinational / Other Large Corporate,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,26,11,11,2017,2017,0.0,0,Missing Faculty,0,Business Organization,Services,Multinational / Other Large Corporate,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,62,1,11,2018,2017,0.0,0,0012e000002Zt1RAAS,0,Business Organization,Services,Multinational / Other Large Corporate,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,17,2,2,2017,2017,0.0,0,Missing Faculty,0,Business Organization,Services,Multinational / Other Large Corporate,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,4,7,6,2017,2017,0.0,0,0012e000002Zmo0AAC,0,Business Organization,Services,Multinational / Other Large Corporate,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,0,10,10,2016,2016,0.0,0,0012e000002ZNYOAA4,0,Business Organization,Services,Multinational / Other Large Corporate,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,210,4,9,2020,2019,100000.0,100000.0,0012e000002ZLgIAAW,0,Business Organization,Services,Large Australian Corporate,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,84,11,9,2019,2019,100000.0,100000.0,Missing Faculty,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Lost,Consultancy (Non-research),Not supported,3,10,10,2019,2019,100000.0,100000.0,Missing Faculty,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Panel,RIC-BD&I,11,11,10,2019,2019,0.0,0,Missing Faculty,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,247,5,8,2020,2019,100000.0,100000.0,0012e000002ZGfbAAG,0,Business Organization,Health,Multinational / Other Large Corporate,Switzerland,External,0.0
Closed Lost,Research Contract,RIC-BD&I,20,4,4,2019,2019,0.0,0,0012e000002ZmnzAAC,0,Business Organization,Agriculture & Horticulture,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,9,8,8,2019,2019,0.0,0,Missing Faculty,0,Business Organization,Health,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,6,8,8,2019,2019,0.0,0,Missing Faculty,0,Business Organization,Health,Not for profit,New Zealand,External,0.0
Closed Lost,Research Contract,RIC-BD&I,8,8,8,2019,2019,100000.0,100000.0,Missing Faculty,0,Business Organization,Health,Not for profit,New Zealand,External,0.0
Closed Lost,Research Contract,Not supported,14,10,10,2019,2019,0.0,0,Missing Faculty,0,Business Organization,Transportation & Logistics,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Consultancy (Non-research),RIC-BD&I,208,1,6,2020,2019,48300.0,48300.0,0012e000002ZNYOAA4,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Research Contract,RIC-BD&I,57,7,5,2019,2019,8250.0,8250.0,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Grants,RIC-BD&I,1,9,9,2019,2019,30376.5,30376.5,0012e000002ZNYOAA4,0,Business Organization,Public Administration,Government: Australia: Federal,Australia,External,1.0
Closed Won,Grants,RIC-BD&I,18,4,3,2019,2019,50000.0,50000.0,0012e000002ZNYOAA4,0,Business Organization,Public Administration,Government: Australia: Federal,Australia,External,1.0
Closed Won,Research Contract,RIC-BD&I,0,3,3,2019,2019,69980.0,69980.0,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Consultancy (Non-research),RIC RE&D and BD&I,11,9,9,2018,2018,13500.0,13500.0,0012e000002ZNYOAA4,0,Business Organization,Services,University,Australia,External,0.0
Closed Lost,Panel,RIC-BD&I,291,1,3,2020,2019,25000.0,25000.0,0012e000002ZNYOAA4,0,Business Organization,Services,University,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,339,4,5,2020,2019,100000.0,100000.0,0012e000002ZNYOAA4,0,Business Organization,Health,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,RIC RE&D and BD&I,213,11,4,2018,2018,0.0,0.0,0012e000002ZNYOAA4,0,Business Organization,Services,Large Australian Corporate,Australia,External,0.0
Closed Won,Research Contract,RIC-BD&I,103,1,10,2019,2018,465000.0,465000.0,0012e000002ZNYOAA4,0,Business Organization,Public Administration,Government: International,Indonesia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,75,9,7,2018,2018,0.0,0.0,0012e000002ZNYOAA4,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Panel,Not supported,1,12,12,2017,2017,0.0,0,0012e000002ZLg7AAG,0,Business Organization,Public Administration,Government: Australia: Federal,Australia,External,1.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,28,10,9,2016,2016,0.0,0,0012e000002Zt1RAAS,0,Business Organization,Public Administration,Government: Australia: Federal,Australia,External,1.0
Closed Lost,Research Contract,RIC-BD&I,7,10,10,2019,2019,0.0,0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: International,New Zealand,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,56,12,10,2019,2019,0.0,0,Missing Faculty,0,Business Organization,Public Administration,Government: Australia: Federal,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,16,10,10,2019,2019,0.0,0,0012e000002ZLgJAAW,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,84,8,5,2016,2016,0.0,0,Missing Faculty,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Research Contract,RIC-BD&I,27,10,9,2019,2019,0.0,0.0,0012e000002ZmnxAAC,0,Business Organization,Energy & Utilities,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Research Contract,RIC-BD&I,12,9,8,2019,2019,0.0,0.0,0012e000002ZLgIAAW,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,92,8,5,2016,2016,0.0,0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Federal,Australia,External,1.0
Closed Lost,Research Contract,RIC-BD&I,6,9,9,2019,2019,0.0,0,0012e000002ZmnzAAC,0,Business Organization,Manufacturing & R&D,PFRO (Publicly-Funded Research Organisation),Australia,External,0.0
Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,8,2,2,2017,2017,350000.0,350000.0,0012e000002ZmnxAAC,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,22,9,8,2017,2017,0.0,0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,13,11,11,2016,2016,0.0,0,0012e000002ZGfbAAG,0,Business Organization,Services,Government: Australia: Federal,Australia,External,0.0
Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,19,5,4,2017,2017,26000.0,26000.0,Missing Faculty,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,10,2,1,2017,2017,0.0,0,Missing Faculty,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,14,9,9,2017,2017,0.0,0,Missing Faculty,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,RIC RE&D and BD&I,11,6,6,2017,2017,0.0,0,Missing Faculty,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Lost,Research Contract,RIC RE&D and BD&I,9,6,5,2017,2017,0.0,0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,12,11,11,2017,2017,0.0,0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Grants,Not supported,95,7,3,2019,2019,0.0,0,Missing Faculty,0,Business Organization,Agriculture & Horticulture,Government: Australia: Federal,Australia,External,0.0
Closed Lost,Research Contract,Not supported,9,10,9,2019,2019,100000.0,100000.0,Missing Faculty,0,Business Organization,Health,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),Not supported,14,10,9,2019,2019,0.0,0,Missing Faculty,0,Business Organization,Health,Not for profit,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,3,8,8,2019,2019,100000.0,100000.0,0012e000002ZGfbAAG,0,Business Organization,Health,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,Not supported,13,10,9,2019,2019,0.0,0.0,Missing Faculty,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,16,9,9,2019,2019,0.0,0,Missing Faculty,0,Business Organization,Health,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Consultancy (Non-research),Not supported,5,6,6,2018,2018,0.99,0.99,Missing Faculty,0,Business Organization,Services,Not for profit,United States of America,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,898,11,5,2018,2016,31500.0,31500.0,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Research Contract,RIC RE&D and BD&I,65,9,7,2018,2018,7000.0,7000.0,0012e000002ZNYOAA4,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Research Contract,RIC-BD&I,9,1,1,2019,2019,36000.0,36000.0,0012e000002ZNYOAA4,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Won,Research Contract,RIC-BD&I,242,6,10,2020,2019,75020.0,75020.0,0012e000002ZNYOAA4,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Consultancy (Non-research),RIC-BD&I,9,6,6,2019,2019,3960.0,3960.0,0012e000002ZNYOAA4,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Panel,RIC-BD&I,10,1,1,2019,2019,0.0,0.0,0012e000002ZNYOAA4,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC-BD&I,29,5,4,2019,2019,100000.0,100000.0,0012e000002ZNYOAA4,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Won,Research Contract,RIC-BD&I,94,2,11,2019,2018,213735.0,213735.0,0012e000002ZNYOAA4,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Won,Grants,RIC-BD&I,0,10,10,2019,2019,90783.0,90783.0,0012e000002ZNYOAA4,0,Business Organization,Services,University,United States of America,External,0.0
Closed Won,Research Contract,RIC-BD&I,2,6,6,2019,2019,38000.0,38000.0,0012e000002ZNYOAA4,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Won,Research Contract,RIC-BD&I,0,5,5,2019,2019,6748.0,6748.0,0012e000002ZNYOAA4,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,29,2,1,2017,2017,0.0,0,0012e000002Zmo0AAC,0,Business Organization,Health,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,446,8,5,2017,2016,65000.0,65000.0,0012e000002ZGfbAAG,0,Business Organization,Health,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,7,9,9,2016,2016,0.0,0,Missing Faculty,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,14,10,10,2019,2019,0.0,0.0,0012e000002ZLgIAAW,0,Business Organization,Public Administration,Government: Australia: Federal,Australia,External,1.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,22,1,12,2017,2016,0.0,0,Missing Faculty,0,Business Organization,Health,Not for profit,Switzerland,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,18,9,8,2017,2017,0.0,0,0012e000002ZGfbAAG,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,19,12,11,2016,2016,0.0,0,0012e000002ZGfbAAG,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,6,4,3,2017,2017,0.0,0,Missing Faculty,0,Business Organization,Public Administration,Government: Australia: Federal,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,14,6,6,2017,2017,0.0,0,Missing Faculty,0,Business Organization,Public Administration,Government: Australia: Federal,Australia,External,0.0
Closed Won,Research Contract,RIC RE&D and BD&I,30,10,9,2016,2016,69665.45,69665.45,0012e000002ZGfbAAG,0,Business Organization,Defence,Government: Australia: Federal,Australia,External,0.0
Closed Won,Research Contract,RIC RE&D and BD&I,95,3,11,2016,2015,49745.45,49745.45,0012e000002ZGfbAAG,0,Business Organization,Defence,Government: Australia: Federal,Australia,External,0.0
Closed Won,Research Contract,RIC RE&D and BD&I,16,4,3,2017,2017,99981.0,99981.0,0012e000002ZLg7AAG,0,Business Organization,Defence,Government: Australia: Federal,Australia,External,0.0
Closed Lost,Technology Transfer,RIC RE&D and BD&I,148,3,10,2018,2017,0.0,0,0012e000002ZGfbAAG,0,Business Organization,Services,Multinational / Other Large Corporate,Australia,External,1.0
Closed Lost,Technology Transfer,RIC RE&D and BD&I,282,3,6,2018,2017,0.0,0,0012e000002ZmnxAAC,0,Business Organization,Health,SME (small to medium enterprise),Australia,External,0.0
