StageName,RecordType.Name,RICE_Supported__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,tasks_events,CreatedYear,CreatedMonth,year_length,oppo_busi,fac_oppo,oppo_Industry,RN,f_won_before
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,9,1,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,63,1
0,Research Contract,Not supported,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Materials: Chemicals & Industrial Metals,Materials: Chemicals & Industrial Metals,Multinational / Other Large Corporate,1,0,0,2019,3,0,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractMaterials: Chemicals & Industrial Metals,2,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,0,0,2017,9,2,Custom Education (MSPACE Included)Multinational / Other Large Corporate,0012e000002ZLgIAAWCustom Education (MSPACE Included),Custom Education (MSPACE Included)Construction & Construction Materials,2,0
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Manufacturing & R&D,Consumer Goods,SME (small to medium enterprise),1,0,0,2019,4,1,Research ContractSME (small to medium enterprise),0012e000002ZmnxAACResearch Contract,Research ContractManufacturing & R&D,1,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,9,1,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,73,1
0,Technology Transfer,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,1,1,0,2017,9,2,Technology TransferMultinational / Other Large Corporate,0012e000002ZmnxAACTechnology Transfer,Technology TransferHealth,1,0
0,Grants,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Engineering and Scientific,SME (small to medium enterprise),1,0,0,2019,9,1,GrantsSME (small to medium enterprise),0012e000002ZLgIAAWGrants,GrantsServices,1,0
0,Consultancy (Non-research),Not supported,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Services,Engineering and Scientific,SME (small to medium enterprise),1,0,0,2019,4,0,Consultancy (Non-research)SME (small to medium enterprise),0012e000002ZmnxAACConsultancy (Non-research),Consultancy (Non-research)Services,1,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,141,1
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2018,10,1,Research ContractGovernment: Australia: Federal,0012e000002ZLgIAAWResearch Contract,Research ContractPublic Administration,11,1
0,Research Contract,Not supported,0012e000002ZmnxAAC,0012e000002Z4JyAAK,1,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2019,4,1,Research ContractSME (small to medium enterprise),0012e000002ZmnxAACResearch Contract,Research ContractAgriculture & Horticulture,1,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,9,1,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,69,1
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2019,6,1,Research ContractSME (small to medium enterprise),0012e000002ZmnxAACResearch Contract,Research ContractHealth,4,1
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,132,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Mining & Refining,Mining & Refining,Multinational / Other Large Corporate,1,0,0,2017,12,1,Research ContractMultinational / Other Large Corporate,0012e000002ZLgIAAWResearch Contract,Research ContractMining & Refining,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Materials: Chemicals & Industrial Metals,Materials: Chemicals & Industrial Metals,Large Australian Corporate,1,0,0,2017,7,1,Research ContractLarge Australian Corporate,0012e000002ZmnxAACResearch Contract,Research ContractMaterials: Chemicals & Industrial Metals,1,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,121,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Energy & Utilities,Energy & Utilities,Government: Australia: Local & State,1,1,0,2018,8,0,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractEnergy & Utilities,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,1,0,2015,10,4,Research ContractSME (small to medium enterprise),0012e000002ZmnxAACResearch Contract,Research ContractHealth,1,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,147,1
0,Grants,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,SME (small to medium enterprise),1,0,0,2017,8,1,GrantsSME (small to medium enterprise),0012e000002ZLgIAAWGrants,GrantsConstruction & Construction Materials,1,0
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",Multinational / Other Large Corporate,1,0,1,2019,9,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractManufacturing & R&D,2,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,122,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,1,Construction & Construction Materials,Construction & Construction Materials,SME (small to medium enterprise),1,0,0,2017,9,1,Research ContractSME (small to medium enterprise),0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials,2,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Materials: Chemicals & Industrial Metals,Materials: Chemicals & Industrial Metals,Multinational / Other Large Corporate,1,0,0,2017,7,2,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractMaterials: Chemicals & Industrial Metals,1,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,1,Services,Education,University,1,0,0,2017,1,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,165,1
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Services,Environmental,Government: Australia: Local & State,1,0,0,2019,4,1,Research ContractGovernment: Australia: Local & State,0012e000002ZmnxAACResearch Contract,Research ContractServices,1,0
1,Grants,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,1,Energy & Utilities,Energy & Utilities,Government: Australia: Federal,1,1,0,2018,2,2,GrantsGovernment: Australia: Federal,0012e000002ZLgIAAWGrants,GrantsEnergy & Utilities,14,0
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Health,Medical Devices,Multinational / Other Large Corporate,1,0,0,2019,6,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractHealth,1,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,148,1
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2018,8,1,Research ContractSME (small to medium enterprise),0012e000002ZmnxAACResearch Contract,Research ContractHealth,4,1
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Education,University,1,0,0,2017,8,2,Custom Education (MSPACE Included)University,0012e000002ZLgIAAWCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,185,1
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,9,1,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,86,1
0,Research Contract,Not supported,0012e000002ZmnxAAC,0012e000002Z4JyAAK,1,Manufacturing & R&D,Consumer Goods,Multinational / Other Large Corporate,1,0,0,2019,4,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractManufacturing & R&D,1,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,139,1
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,126,1
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Mining & Refining,Mining & Refining,Multinational / Other Large Corporate,1,0,0,2019,4,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractMining & Refining,1,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Education,University,1,0,0,2017,9,1,Custom Education (MSPACE Included)University,0012e000002ZLgIAAWCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,186,1
0,Co-Location,RIC-RE&D,NotGiven,NotGiven,0,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",SME (small to medium enterprise),1,0,0,2018,9,1,Co-LocationSME (small to medium enterprise),NotGivenCo-Location,Co-LocationManufacturing & R&D,2,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,137,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Materials: Chemicals & Industrial Metals,Materials: Chemicals & Industrial Metals,Not for profit,1,0,0,2017,7,2,Research ContractNot for profit,0012e000002ZmnxAACResearch Contract,Research ContractMaterials: Chemicals & Industrial Metals,1,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,6,3,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,33,1
0,Co-Location,RIC RE&D and BD&I,NotGiven,NotGiven,0,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",Multinational / Other Large Corporate,1,1,0,2018,7,1,Co-LocationMultinational / Other Large Corporate,NotGivenCo-Location,Co-LocationManufacturing & R&D,2,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,128,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,SME (small to medium enterprise),1,0,0,2017,7,2,Research ContractSME (small to medium enterprise),0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials,1,0
0,Co-Location,RIC-RE&D,NotGiven,NotGiven,0,Services,Financial & Insurance,Large Australian Corporate,1,0,0,2018,9,1,Co-LocationLarge Australian Corporate,NotGivenCo-Location,Co-LocationServices,7,1
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,0,2019,7,1,Research ContractSME (small to medium enterprise),0012e000002ZLgIAAWResearch Contract,Research ContractTechnology: IT & Telephone Services,1,0
0,Technology Transfer,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Services,Financial & Insurance,SME (small to medium enterprise),1,0,0,2018,3,1,Technology TransferSME (small to medium enterprise),0012e000002ZmnxAACTechnology Transfer,Technology TransferServices,5,1
0,Grants,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2017,11,1,GrantsGovernment: Australia: Local & State,0012e000002ZLgIAAWGrants,GrantsServices,1,0
1,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,1,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,0,0,2018,5,2,Research ContractMultinational / Other Large Corporate,0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials,1,0
0,Custom Education (MSPACE Included),Not supported,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Services,Education,University,1,0,0,2019,3,1,Custom Education (MSPACE Included)University,0012e000002ZNYOAA4Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,234,1
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Government: Australia: Local & State,1,0,0,2018,8,1,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials,1,0
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Government: Australia: Local & State,1,0,0,2018,8,0,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials,2,0
1,Philanthropic,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Community,Not for profit,1,0,0,2017,4,2,PhilanthropicNot for profit,0012e000002ZLgIAAWPhilanthropic,PhilanthropicServices,1,0
0,Research Contract,RIC-RE&D,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Services,Financial & Insurance,Multinational / Other Large Corporate,1,0,0,2018,10,1,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractServices,2,0
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2019,7,1,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractPublic Administration,1,0
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2019,7,1,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractPublic Administration,33,1
0,Research Contract,RIC-RE&D,NotGiven,NotGiven,0,Services,Financial & Insurance,Multinational / Other Large Corporate,1,0,0,2018,10,2,Research ContractMultinational / Other Large Corporate,NotGivenResearch Contract,Research ContractServices,3,0
0,Grants,Not supported,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2018,11,1,GrantsSME (small to medium enterprise),0012e000002ZGfbAAGGrants,GrantsHealth,1,0
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Community,Not for profit,1,0,0,2019,5,1,Research ContractNot for profit,0012e000002ZLgIAAWResearch Contract,Research ContractServices,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,0,2016,8,2,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractPublic Administration,3,1
0,Research Contract,RIC-RE&D,NotGiven,NotGiven,0,Services,Engineering and Scientific,Multinational / Other Large Corporate,1,1,0,2018,10,2,Research ContractMultinational / Other Large Corporate,NotGivenResearch Contract,Research ContractServices,1,0
0,Grants,Not supported,0012e000002ZLgJAAW,0012e000002YoYUAA0,1,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,0,2018,11,1,GrantsSME (small to medium enterprise),0012e000002ZLgJAAWGrants,GrantsTechnology: IT & Telephone Services,1,0
0,Custom Education (MSPACE Included),Not supported,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Not for profit,1,0,1,2019,3,0,Custom Education (MSPACE Included)Not for profit,0012e000002ZLgIAAWCustom Education (MSPACE Included),Custom Education (MSPACE Included)Construction & Construction Materials,1,0
1,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2019,10,1,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractServices,24,1
0,Research Contract,RIC-RE&D,NotGiven,NotGiven,0,Services,Engineering and Scientific,Multinational / Other Large Corporate,1,1,0,2018,10,2,Research ContractMultinational / Other Large Corporate,NotGivenResearch Contract,Research ContractServices,2,0
0,Grants,Not supported,0012e000002ZmnxAAC,0012e000002YmMXAA0,1,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2018,9,0,GrantsSME (small to medium enterprise),0012e000002ZmnxAACGrants,GrantsAgriculture & Horticulture,1,0
0,Research Contract,RIC-RE&D,NotGiven,NotGiven,0,Services,Engineering and Scientific,Multinational / Other Large Corporate,1,1,0,2018,10,2,Research ContractMultinational / Other Large Corporate,NotGivenResearch Contract,Research ContractServices,3,0
0,Grants,Not supported,0012e000002ZLg7AAG,0012e000002Zt0cAAC,1,Construction & Construction Materials,Construction & Construction Materials,Large Australian Corporate,1,0,0,2018,11,1,GrantsLarge Australian Corporate,0012e000002ZLg7AAGGrants,GrantsConstruction & Construction Materials,2,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,NotGiven,0,Services,Education,University,1,0,0,2016,10,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,149,1
0,Internship,RIC-RE&D,NotGiven,NotGiven,0,Services,Business & Professional,Multinational / Other Large Corporate,1,0,0,2018,10,2,InternshipMultinational / Other Large Corporate,NotGivenInternship,InternshipServices,1,0
0,Grants,Not supported,0012e000002ZLg7AAG,0012e000002Zt0bAAC,1,Health,Medical Devices,SME (small to medium enterprise),1,0,0,2018,11,1,GrantsSME (small to medium enterprise),0012e000002ZLg7AAGGrants,GrantsHealth,2,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2015,11,4,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,2,1
0,Co-Location,RIC-RE&D,NotGiven,NotGiven,0,Transportation & Logistics,Transportation & Logistics,Multinational / Other Large Corporate,1,1,0,2018,10,1,Co-LocationMultinational / Other Large Corporate,NotGivenCo-Location,Co-LocationTransportation & Logistics,1,0
0,Grants,Not supported,0012e000002ZLg7AAG,0012e000002Zt0cAAC,1,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,0,2018,9,0,GrantsSME (small to medium enterprise),0012e000002ZLg7AAGGrants,GrantsTechnology: IT & Telephone Services,1,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,129,1
0,Research Contract,RIC-RE&D,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,0,0,2018,10,1,Research ContractMultinational / Other Large Corporate,0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials,1,0
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Services,Education,University,1,0,1,2017,6,3,Custom Education (MSPACE Included)University,0012e000002ZGfbAAGCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,182,1
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,SME (small to medium enterprise),1,0,0,2019,8,1,Research ContractSME (small to medium enterprise),0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials,1,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,9,1,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,70,1
0,Internship,RIC-RE&D,NotGiven,NotGiven,0,Services,Business & Professional,Multinational / Other Large Corporate,1,1,0,2018,10,2,InternshipMultinational / Other Large Corporate,NotGivenInternship,InternshipServices,2,1
1,Research Contract,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2019,9,0,Research ContractGovernment: Australia: Local & State,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,63,1
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Financial & Insurance,Government: International,1,0,1,2019,7,1,Custom Education (MSPACE Included)Government: International,0012e000002ZLgIAAWCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,2,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,155,1
0,Research Contract,RIC-RE&D,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,0,0,2019,6,0,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractTechnology: IT & Telephone Services,2,0
1,Custom Education (MSPACE Included),RIC-RE&D,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,1,0,2019,5,0,Custom Education (MSPACE Included)Government: Australia: Local & State,0012e000002ZGfbAAGCustom Education (MSPACE Included),Custom Education (MSPACE Included)Health,10,1
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Community,Government: Australia: Federal,1,0,1,2019,7,1,Custom Education (MSPACE Included)Government: Australia: Federal,0012e000002ZLgIAAWCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,1,0
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Not for profit,1,0,0,2019,2,0,Research ContractNot for profit,0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials,1,0
0,Research Contract,RIC-RE&D,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,0,0,2019,6,0,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractTechnology: IT & Telephone Services,3,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,1,0,2018,4,0,Research ContractGovernment: Australia: Local & State,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,8,1
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,9,1,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,71,1
0,Custom Education (MSPACE Included),Not supported,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,0,0,2019,6,1,Custom Education (MSPACE Included)Multinational / Other Large Corporate,0012e000002ZLg7AAGCustom Education (MSPACE Included),Custom Education (MSPACE Included)Technology: IT & Telephone Services,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,1,0,2018,4,0,Research ContractGovernment: Australia: Local & State,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,9,1
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Education,University,1,0,0,2019,2,1,Custom Education (MSPACE Included)University,0012e000002ZLgIAAWCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,1,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,9,1,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,68,1
0,Internship,RIC-RE&D,NotGiven,NotGiven,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,1,0,2018,10,2,InternshipMultinational / Other Large Corporate,NotGivenInternship,InternshipTechnology: IT & Telephone Services,10,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Services,Environmental,Government: Australia: Local & State,1,0,0,2017,8,0,Research ContractGovernment: Australia: Local & State,0012e000002ZGfbAAGResearch Contract,Research ContractServices,2,1
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,NotGiven,0,Services,Education,University,1,0,0,2016,6,3,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,32,1
