StageName,RecordType.Name,RICE_Supported__c,Actual_Close_Date__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,RecordType.Name.1,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,CloseYear,CloseMonth,CreatedYear,CreatedMonth,time_length
Application,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,7,2020,4,0
Application,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,9,2020,4,0
Identifying,Research Contract,RIC-BD&I,0,NotGiven,NotGiven,0,Business Organization,Services,"Retail, Travel, Hospitality & Leisure",Not for profit,1,0,2020,7,2020,4,0
Awaiting Results,Parent Grant,Not supported,0,NotGiven,NotGiven,1,Business Organization,Health,Health Care & Healthy Aging,Government: International,1,1,2022,1,2020,4,2
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Energy & Utilities,,Government: International,1,0,2020,9,2020,4,0
Awaiting Results,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Defence,,Government: International,1,0,2020,6,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: International,1,1,2022,3,2020,4,2
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: International,1,1,2022,10,2020,4,2
Submitting,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Agriculture & Horticulture,,Government: International,1,0,2020,9,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: International,1,1,2020,10,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: International,1,0,2021,1,2020,4,1
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Community,Government: International,1,0,2020,9,2020,4,0
Identifying,Research Contract,RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Transportation & Logistics,,Not for profit,1,0,2020,12,2020,4,0
Awaiting Results,Grants,RIC-BD&I,0,0012e000002ZmOZAA0,NotGiven,1,Business Organization,Public Administration,,Government: Australia: Federal,1,0,2020,11,2020,4,0
Awaiting Results,Grants,RIC-BD&I,0,0012e000002ZmOZAA0,NotGiven,1,Business Organization,Public Administration,,Government: Australia: Federal,1,0,2020,11,2020,4,0
Proposing,Research Contract,RIC-BD&I,0,0012e000002ZLgIAAW,NotGiven,0,Business Organization,Construction & Construction Materials,,Not for profit,1,0,2020,12,2020,4,0
Developing,Technology Transfer,RIC-BD&I,0,0012e000002ZmnxAAC,0012e000002Z4JyAAK,1,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,2020,10,2020,4,0
Application,Grants,Not supported,0,0012e000002ZmnxAAC,0012e000002YoY7AAK,1,Business Organization,Health,Health Care & Healthy Aging,Government: International,1,1,2022,1,2020,4,2
Application,Grants,Not supported,0,0012e000002ZLg7AAG,0012e000002Zt0bAAC,1,Business Organization,Energy & Utilities,,Government: International,1,0,2020,9,2020,4,0
Application,Grants,Not supported,0,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Business Organization,Health,Health Care & Healthy Aging,Not for profit,1,0,2022,1,2020,4,2
Application,Grants,Not supported,0,0012e000002ZGfbAAG,0012e000002Zt20AAC,1,Business Organization,Defence,,Government: International,1,0,2020,4,2020,4,0
Awaiting Results,Grants,Not supported,0,0012e000002ZmnxAAC,0012e000002YmVtAAK,1,Business Organization,Defence,,Government: International,1,0,2020,4,2020,4,0
Awaiting Results,Grants,Not supported,0,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Business Organization,Defence,,Government: International,1,0,2020,4,2020,4,0
Identifying,Grants,Not supported,0,0012e000002ZGfbAAG,0012e000002Z6AWAA0,1,Business Organization,Health,Health Care & Healthy Aging,Not for profit,1,0,2021,1,2020,4,1
Identifying,Grants,Not supported,0,0012e000002ZGfbAAG,0012e000002Zt1FAAS,1,Business Organization,Health,Health Care & Healthy Aging,Government: International,1,1,2020,7,2020,4,0
Identifying,Grants,Not supported,0,0012e000002ZGfbAAG,0012e000002Zt21AAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: International,1,1,2020,11,2020,4,0
Identifying,Grants,Not supported,0,0012e000002ZGfbAAG,0012e000002Zt20AAC,1,Business Organization,Defence,,Government: International,1,0,2020,10,2020,4,0
Identifying,Grants,Not supported,0,0012e000002ZmnxAAC,0012e000002YoY7AAK,1,Business Organization,Health,Health Care & Healthy Aging,Government: International,1,1,2020,10,2020,4,0
Identifying,Grants,Not supported,0,0012e000002ZmnxAAC,0012e000002YoY7AAK,1,Business Organization,Health,Health Care & Healthy Aging,Not for profit,1,0,2020,10,2020,4,0
Identifying,Grants,Not supported,0,0012e000002ZmnzAAC,0012e000002Z3p1AAC,1,Business Organization,Agriculture & Horticulture,,Government: International,1,0,2020,5,2020,4,0
Identifying,Grants,Not supported,0,0012e000002ZGfbAAG,0012e000002Z6AWAA0,1,Business Organization,Health,Health Care & Healthy Aging,Government: International,1,0,2020,10,2020,4,0
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,7,2020,4,0
Proposing,Consultancy (Non-research),RIC-BD&I,1,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Business Organization,Mining & Refining,,Large Australian Corporate,1,0,2020,8,2020,4,0
Proposing,Research Contract,RIC-BD&I,0,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Business Organization,Public Administration,,Government: Australia: Local & State,1,1,2020,8,2020,4,0
Developing,Research Contract,RIC-BD&I,1,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Business Organization,Mining & Refining,,Multinational / Other Large Corporate,1,0,2020,8,2020,4,0
Developing,Research Contract,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,2020,8,2020,4,0
Awaiting Results,Competitive Bid,RIC-BD&I,1,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Business Organization,Mining & Refining,,PFRO (Publicly-Funded Research Organisation),1,0,2020,12,2020,4,0
Developing,Consultancy (Non-research),RIC-BD&I,0,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Education,Government: Australia: Local & State,1,1,2020,10,2020,4,0
Identifying,Research Contract,RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Business Organization,Defence,,Government: Australia: Federal,1,0,2020,10,2020,4,0
Developing,Research Contract,RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Business Organization,Technology: IT & Telephone Services,,Not for profit,1,0,2020,12,2020,4,0
Awaiting Results,Competitive Bid,RIC-BD&I,0,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Business Organization,Public Administration,,Government: Australia: Federal,1,0,2020,8,2020,4,0
Developing,Custom Education (MSPACE Included),RIC-BD&I,1,0012e000002ZGfbAAG,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,SME (small to medium enterprise),1,0,2020,8,2020,4,0
Proposing,Research Contract,RIC-BD&I,1,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Business Organization,Energy & Utilities,,Government: Australia: Local & State,1,0,2020,12,2020,4,0
Submitting,Parent Grant,RIC-BD&I,0,NotGiven,NotGiven,0,Business Organization,Services,Entertainment & Creative Industries,Not for profit,1,0,2020,6,2020,4,0
Awaiting Results,Grants,RIC-BD&I,1,0012e000002ZmOZAA0,NotGiven,1,Business Organization,Services,Entertainment & Creative Industries,Not for profit,1,0,2020,6,2020,4,0
Identifying,Custom Education (MSPACE Included),RIC-BD&I,1,0012e000002ZGfbAAG,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,2020,8,2020,4,0
Proposing,Technology Transfer,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,1,0,2020,10,2020,4,0
Pre-submission,Parent Grant,RIC-BD&I,0,NotGiven,NotGiven,0,Business Organization,Agriculture & Horticulture,,Government: Australia: Federal,1,0,2020,6,2020,4,0
Proposing,Technology Transfer,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Business Organization,Services,Education,University,1,0,2020,8,2020,4,0
Awaiting Results,Competitive Bid,RIC-BD&I,0,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Education,Government: Australia: Local & State,1,1,2020,10,2020,4,0
Identifying,Research Contract,RIC-BD&I,0,NotGiven,NotGiven,0,Business Organization,Agriculture & Horticulture,,Large Australian Corporate,1,0,2020,8,2020,4,0
Identifying,Competitive Bid,RIC-BD&I,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Transportation & Logistics,,Government: International,1,0,2020,7,2020,4,0
Application,Competitive Bid,RIC-BD&I,0,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Education,Government: Australia: Local & State,1,1,2020,11,2020,4,0
Developing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZLgIAAW,NotGiven,0,Business Organization,Services,Education,University,1,0,2021,1,2020,4,1
Application,Competitive Bid,RIC-BD&I,1,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,1,0,2020,6,2020,4,0
Developing,Research Contract,RIC-BD&I,0,0012e000002ZLgJAAW,0012e000002YlhnAAC,0,Business Organization,Services,Financial & Insurance,Government: Australia: Federal,1,0,2020,10,2020,4,0
Identifying,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZLgJAAW,0012e000002YlhnAAC,0,Business Organization,Services,Education,Government: Australia: Local & State,1,1,2020,9,2020,4,0
Developing,Research Contract,RIC-BD&I,0,0012e000002ZLgJAAW,0012e000002Zt0YAAS,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,2020,8,2020,4,0
Execution / Closing,Co-Location,RIC RE&D and BD&I,0,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),1,0,2020,11,2020,4,0
Identifying,Research Contract,RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,1,0,2020,9,2020,4,0
Awaiting Results,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,1,Business Organization,Public Administration,,Government: Australia: Federal,1,1,2020,6,2020,4,0
Execution / Closing,Co-Location,RIC RE&D and BD&I,0,NotGiven,NotGiven,0,Business Organization,Services,Environmental,Government: Australia: Local & State,1,0,2020,11,2020,4,0
Developing,Research Contract,RIC-BD&I,0,0012e000002ZmnxAAC,0012e000002YmMXAA0,0,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),1,0,2021,5,2020,4,1
Proposing,Technology Transfer,RIC-BD&I,0,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,2020,8,2020,4,0
Execution / Closing,Co-Location,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Health,Medical Devices,Multinational / Other Large Corporate,1,0,2020,5,2020,4,0
Execution / Closing,Co-Location,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",SME (small to medium enterprise),1,0,2020,11,2020,4,0
Proposing,Research Contract,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Transportation & Logistics,,Government: Australia: Local & State,1,0,2020,8,2020,4,0
Identifying,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,1,0,2020,11,2020,4,0
Execution / Closing,Co-Location,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Services,Business & Professional,SME (small to medium enterprise),1,0,2020,4,2020,4,0
Pre-submission,Parent Grant,RIC-BD&I,0,NotGiven,NotGiven,0,Business Organization,Energy & Utilities,,Government: Australia: Federal,1,1,2023,12,2020,4,3
Execution / Closing,Co-Location,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Materials: Chemicals & Industrial Metals,,SME (small to medium enterprise),1,0,2020,5,2020,4,0
Identifying,Custom Education (MSPACE Included),RIC-BD&I,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Not for profit,1,0,2020,11,2020,4,0
Closed,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,1,0,2020,6,2020,4,0
Execution / Closing,Co-Location,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",Multinational / Other Large Corporate,1,0,2020,7,2020,4,0
Proposing,Research Contract,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,2020,11,2020,4,0
Proposing,Technology Transfer,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,2020,11,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Health,Research Tools/Consumables,Government: International,1,0,2022,10,2020,4,2
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Not for profit,1,0,2020,5,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Not for profit,1,0,2020,6,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,1,0,2020,5,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Community,Not for profit,1,0,2020,5,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Defence,,Government: International,1,0,2020,5,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Government: International,1,0,2020,5,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,2020,5,2020,4,0
Developing,Research Contract,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,1,2020,9,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Government: International,1,0,2020,5,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Defence,,Government: International,1,0,2020,5,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Government: International,1,0,2020,10,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Defence,,Government: International,1,0,2020,5,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Not for profit,1,0,2020,6,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Defence,,Government: International,1,0,2020,6,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Government: International,1,0,2020,6,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Not for profit,1,0,2020,6,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,1,0,2020,6,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",Multinational / Other Large Corporate,1,0,2020,7,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Defence,,Government: International,1,0,2020,9,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Government: International,1,0,2020,10,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Government: International,1,0,2023,2,2020,4,3
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Not for profit,1,0,2020,12,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Community,Not for profit,1,0,2020,12,2020,4,0
Proposing,Consultancy (Non-research),RIC-BD&I,0,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Education,Government: Australia: Local & State,1,1,2021,7,2020,4,1
Identifying,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Business Organization,Public Administration,,Government: Australia: Local & State,1,1,2021,12,2020,4,1
Awaiting Results,Grants,RIC-BD&I,0,0012e000002ZmOZAA0,0012e000002Z51eAAC,1,Business Organization,Public Administration,,Government: Australia: Federal,1,0,2020,11,2020,4,0
Awaiting Results,Grants,RIC-BD&I,0,0012e000002ZmOZAA0,0012e000002Z51eAAC,1,Business Organization,Public Administration,,Government: Australia: Federal,1,0,2020,11,2020,4,0
Execution / Closing,Co-Location,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,1,0,2020,4,2020,4,0
Identifying,Research Contract,RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Business Organization,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",Multinational / Other Large Corporate,1,0,2020,9,2020,4,0
Identifying,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Business Organization,Services,Education,University,1,0,2021,1,2020,4,1
Execution / Closing,Co-Location,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Services,Business & Professional,Government: Australia: Local & State,1,0,2020,5,2020,4,0
Submitting,Parent Grant,RIC-BD&I,0,NotGiven,NotGiven,0,Business Organization,Services,Entertainment & Creative Industries,Not for profit,1,0,2020,7,2020,4,0
Developing,Research Contract,RIC-RE&D,0,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Mining Equipment and Technology Services,,SME (small to medium enterprise),1,0,2020,6,2020,4,0
Identifying,Competitive Bid,RIC-BD&I,1,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Business Organization,Agriculture & Horticulture,,RDC (Rural Research and Development Corporations),1,0,2020,9,2020,4,0
Awaiting Results,Grants,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Public Administration,,Government: Australia: Federal,1,1,2021,7,2020,4,1
Identifying,Research Contract,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Zt0nAAC,0,Business Organization,Health,Biotechnology (non-Pharma),Not for profit,1,0,2020,10,2020,4,0
Closing,Custom Education (MSPACE Included),RIC-BD&I,1,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Business Organization,Public Administration,,Government: Australia: Local & State,1,0,2020,10,2020,4,0
Pre-submission,Parent Grant,RIC-BD&I,1,NotGiven,NotGiven,0,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,1,0,2023,5,2020,5,3
Application,Grants,RIC-BD&I,1,0012e000002ZLg7AAG,0012e000002Z3pPAAS,1,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,1,0,2020,7,2020,5,0
Identifying,Research Contract,RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Transportation & Logistics,,CRC (Co-operative Research Centre),1,0,2020,9,2020,4,0
Develop Relationship/ Qualify opportunity,Co-Location,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Services,Business & Professional,SME (small to medium enterprise),1,0,2020,5,2020,5,0
Proposing,Technology Transfer,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Business Organization,Health,Health Care & Healthy Aging,University,1,0,2020,8,2020,4,0
Identifying,Research Contract,RIC-BD&I,1,0012e000002ZLgJAAW,0012e000002Z51dAAC,0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,1,0,2020,8,2020,4,0
Awaiting Results,Parent Grant,RIC-BD&I,1,NotGiven,NotGiven,0,Business Organization,Defence,,PFRO (Publicly-Funded Research Organisation),1,0,2020,6,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Not for profit,1,0,2020,5,2020,4,0
Application,Competitive Bid,RIC-BD&I,1,0012e000002ZGfbAAG,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,7,2020,5,0
Proposing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Business Organization,Services,Education,Government: International,1,0,2020,10,2020,4,0
Proposing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Business Organization,Services,Education,Government: International,1,0,2020,10,2020,4,0
Closing,Research Contract,RIC RE&D and BD&I,0,0012e000002ZGfbAAG,0012e000002Z6AWAA0,1,Business Organization,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,1,0,2020,7,2020,4,0
Execution / Closing,Co-Location,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,2020,5,2020,4,0
Execution / Closing,Co-Location,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,1,0,2020,5,2020,4,0
Execution / Closing,Co-Location,Not supported,1,NotGiven,NotGiven,0,Business Organization,Energy & Utilities,,SME (small to medium enterprise),1,0,2020,5,2020,4,0
Execution / Closing,Co-Location,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Multinational / Other Large Corporate,1,0,2020,5,2020,4,0
Execution / Closing,Co-Location,Not supported,0,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,,Large Australian Corporate,1,0,2020,5,2020,4,0
Execution / Closing,Co-Location,Not supported,0,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),1,0,2020,5,2020,4,0
Execution / Closing,Co-Location,Not supported,0,NotGiven,NotGiven,0,Business Organization,Health,Biotechnology (non-Pharma),Not for profit,1,0,2020,11,2020,4,0
Execution / Closing,Co-Location,Not supported,0,NotGiven,NotGiven,0,Business Organization,Energy & Utilities,,Large Australian Corporate,1,0,2020,5,2020,4,0
Execution / Closing,Co-Location,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,1,0,2020,7,2020,4,0
Execution / Closing,Co-Location,Not supported,0,NotGiven,NotGiven,0,Business Organization,Energy & Utilities,,SME (small to medium enterprise),1,0,2020,5,2020,4,0
Developing,Research Contract,RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Business Organization,Mining & Refining,,CRC (Co-operative Research Centre),1,0,2020,11,2020,4,0
Triage / Develop Opportunity,Co-Location,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,2020,7,2020,5,0
Developing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Business Organization,Services,Financial & Insurance,Government: Australia: Federal,1,0,2020,9,2020,5,0
Proposing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZmnxAAC,0012e000002YmBqAAK,0,Business Organization,Services,Education,University,1,0,2020,8,2020,4,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Government: International,1,0,2021,4,2020,5,1
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Government: International,1,0,2021,4,2020,5,1
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Education,Government: International,1,0,2020,6,2020,5,0
Pre-submission,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Defence,,Government: International,1,0,2020,5,2020,5,0
Developing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,2021,3,2020,4,1
Identifying,Competitive Bid,RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Public Administration,,Government: Australia: Federal,1,0,2020,9,2020,4,0
Application,Grants,RIC-BD&I,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,1,Business Organization,Transportation & Logistics,,Government: Australia: Federal,1,0,2020,8,2020,5,0
Identifying,Research Contract,RIC RE&D and BD&I,0,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Defence,,Government: Australia: Federal,1,0,2020,10,2020,5,0
Proposing,Technology Transfer,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Business Organization,Health,Research Tools/Consumables,Not for profit,1,0,2020,10,2020,4,0
Pre-submission,Parent Grant,RIC-BD&I,0,NotGiven,NotGiven,0,Business Organization,Transportation & Logistics,,Government: Australia: Federal,1,0,2024,7,2020,5,4
Application,Competitive Bid,RIC-BD&I,1,0012e000002ZLgIAAW,NotGiven,0,Business Organization,Transportation & Logistics,,Government: Australia: Federal,1,0,2020,8,2020,4,0
Developing,Research Contract,RIC-BD&I,0,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Business Organization,Technology: IT & Telephone Services,,Large Australian Corporate,1,0,2020,8,2020,4,0
Pre-submission,Parent Grant,RIC-RE&D,0,NotGiven,NotGiven,1,Business Organization,Public Administration,,Government: Australia: Federal,1,1,2020,12,2020,4,0
Identifying,Technology Transfer,RIC-BD&I,0,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Business Organization,Agriculture & Horticulture,,RDC (Rural Research and Development Corporations),1,0,2020,8,2020,4,0
Developing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Education,Not for profit,1,0,2020,11,2020,4,0
Identifying,Technology Transfer,RIC-BD&I,0,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Business Organization,Materials: Chemicals & Industrial Metals,,Multinational / Other Large Corporate,1,0,2020,10,2020,4,0
Developing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Construction & Construction Materials,,Large Australian Corporate,1,0,2020,10,2020,4,0
Developing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,1,0,2020,11,2020,4,0
Developing,Research Contract,RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Energy & Utilities,,Government: Australia: Local & State,1,0,2020,9,2020,4,0
